"panel_name","panel_code","first_name","second_name","titles","affiliation","year","url"
"Fyziologické obory, farmakologie, toxikologie",305,"Zuzana","Červinková","Doc. MUDr.","Univerzita Karlova v Praze - Lékařská fakulta v Hradci Králové",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Fyziologické obory, farmakologie, toxikologie",305,"Vladimír","Doležal","MUDr.","Fyziologický ústav AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Fyziologické obory, farmakologie, toxikologie",305,"Milan","Holeček","Doc. MUDr.","Univerzita Karlova v Praze - Lékařská fakulta v Hradci Králové",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Fyziologické obory, farmakologie, toxikologie",305,"Nataša","Honzíková","Prof. MUDr.","Masarykova univerzita - Lékařská fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Fyziologické obory, farmakologie, toxikologie",305,"Jiří","Kassa","Prof. MUDr.","Ministerstvo obrany - Univerzita obrany",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Fyziologické obory, farmakologie, toxikologie",305,"Jiří","Paleček","MUDr.","Fyziologický ústav AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Fyziologické obory, farmakologie, toxikologie",305,"Daniela","Řípová","RNDr.","Psychiatrické centrum Praha",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Fyziologické obory, farmakologie, toxikologie",305,"Anna","Vašků","Prof. MUDr.","Masarykova univerzita - Lékařská fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Fyziologické obory, farmakologie, toxikologie",305,"Zdeněk","Zídek","RNDr.","Ústav experimentální medicíny AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Neurovědy",309,"Alexandr","Chvátal","Doc. RNDr.","Ústav experimentální medicíny AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Neurovědy",309,"Jan","Mareš","Doc. MUDr.","Univerzita Karlova v Praze - 3. lékařská fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Neurovědy",309,"Pavel","Mohr","Doc. MUDr.","Psychiatrické centrum Praha",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Neurovědy",309,"Jiří","Popelář","RNDr.","Ústav experimentální medicíny AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Neurovědy",309,"Evžen","Růžička","Prof. MUDr.","Univerzita Karlova v Praze - 1. lékařská fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Neurovědy",309,"Alena","Sumová","PharmDr.","Fyziologický ústav AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Neurovědy",309,"Eva","Syková","Prof. MUDr.","Ústav experimentální medicíny AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Neurovědy",309,"Ladislav","Vyklický","MUDr. jr.","Fyziologický ústav AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Mikrobiologie, imunologie, epidemiologie a hygiena",310,"Jiřina","Bartůňková","Prof. MUDr.","Univerzita Karlova v Praze - 2. lékařská fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Mikrobiologie, imunologie, epidemiologie a hygiena",310,"Marie","Černá","Doc. MUDr.","Univerzita Karlova v Praze - 3. lékařská fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Mikrobiologie, imunologie, epidemiologie a hygiena",310,"Kateřina","Demnerová","Prof. Ing.","Vysoká škola chemicko-technologická v Praze - Fakulta potravinářské a biochemické technologie",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Mikrobiologie, imunologie, epidemiologie a hygiena",310,"Karel","Holada","Ing.","Univerzita Karlova v Praze - 1. lékařská fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Mikrobiologie, imunologie, epidemiologie a hygiena",310,"Lydie","Izakovičová-Hollá","Prof. MUDr.","Masarykova univerzita - Lékařská fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Mikrobiologie, imunologie, epidemiologie a hygiena",310,"Šárka","Němečková","RNDr.","Ústav hematologie a krevní transfúze",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Mikrobiologie, imunologie, epidemiologie a hygiena",310,"Pavel","Souček","RNDr.","Státní zdravotní ústav - Centrum HPNP",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Mikrobiologie, imunologie, epidemiologie a hygiena",310,"David","Šmajs","Doc. MUDr.","Masarykova univerzita - Lékařská fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Mikrobiologie, imunologie, epidemiologie a hygiena",310,"Helena","Tlaskalová-Hogenová","Prof. MUDr.","Mikrobiologický ústav AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Mikrobiologie, imunologie, epidemiologie a hygiena",310,"Jan","Topinka","Ing.","Ústav experimentální medicíny AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Filosofie, teologie a religionistika",401,"Radim","Brázda","Doc. PhDr.","Masarykova univerzita - Filozofická fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Filosofie, teologie a religionistika",401,"Marie","Duží","Doc. RNDr.","Vysoká škola báňská - Technická univerzita Ostrava - Fakulta elektrotechniky a informatiky",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Filosofie, teologie a religionistika",401,"Aleš","Havlíček","Ing.","občanské sdružení",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Filosofie, teologie a religionistika",401,"Petr","Koťátko","Doc. PhDr.","Filosofický ústav AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Filosofie, teologie a religionistika",401,"Zdeněk","Kučera","Prof. ThDr.","Univerzita Hradec Králové - Pedagogická fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Filosofie, teologie a religionistika",401,"Jan","Blahoslav","Prof. ThDr.","Univerzita Karlova v Praze - Husitská teologická fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Filosofie, teologie a religionistika",401,"Pavel","Milko","ThLic.","Slovanský ústav AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Filosofie, teologie a religionistika",401,"Milan","Mráz","Doc. PhDr.","Filosofický ústav AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Filosofie, teologie a religionistika",401,"Ladislav","Tichý","Prof.","Univerzita Palackého v Olomouci - Cyrilometodějská teologická fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Filosofie, teologie a religionistika",401,"David","Václavík","PhDr.","Masarykova univerzita - Filozofická fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Filosofie, teologie a religionistika",401,"Josef","Zumr","PhDr.","Filosofický ústav AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Ekonomické vědy",402,"Josef","Arlt","Prof. Ing.","Vysoká škola ekonomická v Praze - Fakulta informatiky a statistiky",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Ekonomické vědy",402,"Anna","Čermáková","Prof. RNDr.","Jihočeská univerzita v Českých Budějovicích - Ekonomická fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Ekonomické vědy",402,"Josef","Hurta","Doc. Ing.","Univerzita Tomáše Bati ve Zlíně - Fakulta managementu a ekonomiky",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Ekonomické vědy",402,"Vratislav","Izák","Prof. Ing.","Vysoká škola ekonomická v Praze - Fakulta financí a účetnictví",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Ekonomické vědy",402,"Josef","Jablonský","Prof. Ing.","Vysoká škola ekonomická v Praze - Fakulta informatiky a statistiky",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Ekonomické vědy",402,"Karel","Janda","Doc. Ing.","Univerzita Karlova v Praze - Fakulta sociálních věd",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Ekonomické vědy",402,"Vlasta","Kaňková","RNDr.","Ústav teorie informace a automatizace AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Ekonomické vědy",402,"Jiří","Kern","Prof. Ing.","Vysoká škola báňská - Technická univerzita Ostrava - Ekonomická fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Ekonomické vědy",402,"Evžen","Kočenda","Prof. Ing.","Univerzita Karlova v Praze - CERGE UK",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Ekonomické vědy",402,"Lumír","Kulhánek","Prof. Ing.","Slezská univerzita v Opavě - Obchodně podnikatelská fakulta v Karviné",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Ekonomické vědy",402,"Martin","Macháček","Doc. Ing.","Vysoká škola báňská - Technická univerzita Ostrava - Ekonomická fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Ekonomické vědy",402,"Petr","Marek","Doc. Ing.","Vysoká škola ekonomická v Praze - Fakulta financí a účetnictví",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Ekonomické vědy",402,"Michal","Mejstřík","Prof. Ing.","Univerzita Karlova v Praze - Fakulta sociálních věd",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Ekonomické vědy",402,"Petr","Musílek","Prof. Ing.","Vysoká škola ekonomická v Praze - Fakulta financí a účetnictví",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Ekonomické vědy",402,"Stanislav","Polouček","Prof. PhDr. RNDr.","Slezská univerzita v Opavě - Obchodně podnikatelská fakulta v Karviné",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Ekonomické vědy",402,"Ondřej","Schneider","Doc. MPhil.","Univerzita Karlova v Praze - Fakulta sociálních věd",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Ekonomické vědy",402,"Karel","Sladký","Ing.","Ústav teorie informace a automatizace AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Ekonomické vědy",402,"Ivo","Straka","Doc. Ing.","Vysoká škola ekonomie a managementu",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Ekonomické vědy",402,"Miloslav","Vošvrda","Prof. Ing.","Ústav teorie informace a automatizace AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Sociologie",403,"Jan","Balon","PhDr.","Filosofický ústav AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Sociologie",403,"Ladislav","Cabada","Doc. PhDr.","Západočeská univerzita v Plzni - Fakulta filozofická",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Sociologie",403,"Zdeněk","Čermák","Doc. RNDr.","Univerzita Karlova v Praze - Přírodovědecká fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Sociologie",403,"Hynek","Jeřábek","Doc. PhDr.","Univerzita Karlova v Praze - Fakulta sociálních věd",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Sociologie",403,"Jan","Jirák","Doc. PhDr.","Univerzita Karlova v Praze - Fakulta sociálních věd",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Sociologie",403,"Martin","Kreidl","PhDr.","Západočeská univerzita v Plzni - Fakulta filozofická",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Sociologie",403,"Petr","Matějů","Prof. PhDr.","Sociologický ústav AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Sociologie",403,"Karel","Müller","Doc. Ing.","Univerzita Karlova v Praze - Fakulta humanitních studií",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Sociologie",403,"Pavel","Navrátil","PhDr.","Masarykova univerzita - Fakulta sociálních studií",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Sociologie",403,"Igor","Nosál","PhDr.","Masarykova univerzita - Fakulta sociálních studií",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Sociologie",403,"Petr","Pavlík","Ing.","Univerzita Karlova v Praze - Fakulta humanitních studií",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Sociologie",403,"et","Klára","Mgr. Mgr.","Sociologický ústav AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Sociologie",403,"Dan","Ryšavý","Mgr.","Univerzita Palackého v Olomouci - Filozofická fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Sociologie",403,"Marek","Skovajsa","PhDr.","Univerzita Karlova v Praze - Fakulta humanitních studií",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Sociologie",403,"Bohuslav","Šalanda","Doc. PhDr.","Univerzita Pardubice - Fakulta filozofická",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Sociologie",403,"Iva","Šmídová","PhDr.","Masarykova univerzita - Fakulta sociálních studií",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Sociologie",403,"Jiří","Šubrt","Doc. PhDr.","Univerzita Karlova v Praze - Filozofická fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Historické vědy, národopis",404,"Ivana","Čornejová","Doc. PhDr.","Univerzita Karlova v Praze - Ústav dějin Univerzity Karlovy a Archiv Univerzity Karlovy",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Historické vědy, národopis",404,"Josef","Grulich","PhDr.","Jihočeská univerzita v Českých Budějovicích - Filozofická fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Historické vědy, národopis",404,"Milan","Hlavačka","Prof. PhDr.","Univerzita Karlova v Praze - Filozofická fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Historické vědy, národopis",404,"Petr","Charvát","Doc. PhDr.","Západočeská univerzita v Plzni - Fakulta filozofická",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Historické vědy, národopis",404,"Libor","Jan","Mgr.","Masarykova univerzita - Filozofická fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Historické vědy, národopis",404,"Bohuslav","Klíma","Doc. PhDr.","Masarykova univerzita - Pedagogická fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Historické vědy, národopis",404,"Tomáš","Krejčík","Doc. PhDr.","Ostravská univerzita v Ostravě - Filozofická fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Historické vědy, národopis",404,"Milena","Lenderová","Prof. PhDr.","Univerzita Pardubice - Fakulta filozofická",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Historické vědy, národopis",404,"Václav","Matoušek","Doc. PhDr.","Univerzita Karlova v Praze - Fakulta humanitních studií",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Historické vědy, národopis",404,"Hana","Pátková","Doc. PhDr.","Univerzita Karlova v Praze - Filozofická fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Historické vědy, národopis",404,"Ivan","Pavlů","PhDr.","Archeologický ústav AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Historické vědy, národopis",404,"Jana","Ratajová","Mgr.","Univerzita Karlova v Praze - Ústav dějin Univerzity Karlovy a Archiv Univerzity Karlovy",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Historické vědy, národopis",404,"Vladimír","Salač","Doc. PhDr.","Archeologický ústav AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Historické vědy, národopis",404,"Stanislav","Stuchlík","Prof. PhDr.","Slezská univerzita v Opavě - Filozoficko-přírodovědecká fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Historické vědy, národopis",404,"Robert","Šimůnek","PhDr.","Historický ústav AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Historické vědy, národopis",404,"Jaroslav","Tejral","Doc. PhDr.","Archeologický ústav AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Historické vědy, národopis",404,"Lubomír","Tyllner","Doc. PhDr.","Etnologický ústav AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Historické vědy, národopis",404,"Petr","Vorel","Prof. PhDr.","Východočeské muzeum v Pardubicích",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Historické vědy, národopis",404,"František","Vrhel","Doc. PhDr.","Univerzita Karlova v Praze - Filozofická fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Lingvistika a literární vědy",405,"Daša","Bartoňková","Doc. PhDr.","Masarykova univerzita - Filozofická fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Lingvistika a literární vědy",405,"Michal","Bauer","Doc. PaedDr.","Jihočeská univerzita v Českých Budějovicích - Filozofická fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Lingvistika a literární vědy",405,"Vlasta","Hlavičková","Doc. PhDr.","Vysoká škola ekonomická v Praze - Fakulta mezinárodních vztahů",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Lingvistika a literární vědy",405,"Jiří","Holý","Prof. PhDr.","Univerzita Karlova v Praze - Filozofická fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Lingvistika a literární vědy",405,"Tomáš","Hoskovec","Doc. RNDr.","Masarykova univerzita - Filozofická fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Lingvistika a literární vědy",405,"Ilona","Janyšková","PhDr.","Ústav pro jazyk český AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Lingvistika a literární vědy",405,"Pavel","Kolář","Doc. PhDr.","Slezská univerzita v Opavě - Filozoficko-přírodovědecká fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Lingvistika a literární vědy",405,"Karel","Komárek","PhDr.","Univerzita Palackého v Olomouci",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Lingvistika a literární vědy",405,"Jaroslav","Kovář","PhDr.","Masarykova univerzita - Filozofická fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Lingvistika a literární vědy",405,"Oldřich","Král","Prof. PhDr.","Univerzita Karlova v Praze - Filozofická fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Lingvistika a literární vědy",405,"Jarmila","Panevová","Prof. PhDr.","Univerzita Karlova v Praze - Matematicko-fyzikální fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Lingvistika a literární vědy",405,"Václav","Petrbok","PhDr.","Ústav pro českou literaturu AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Lingvistika a literární vědy",405,"Michal","Přibáň","Mgr.","Ústav pro českou literaturu AV ČR",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Lingvistika a literární vědy",405,"Hana","Srpová","PhDr.","Ostravská univerzita v Ostravě - Filozofická fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Lingvistika a literární vědy",405,"Jana","Svobodová","Prof. PhDr.","Ostravská univerzita v Ostravě - Pedagogická fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Lingvistika a literární vědy",405,"Hana","Šedinová","Mgr.","v.v.i. - Kabinet pro klasická studia",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Psychologie, pedagogika",406,"Vojtěch","Gajda","Doc. PhDr.","Ostravská univerzita v Ostravě - Pedagogická fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Psychologie, pedagogika",406,"Ilona","Gillernová","PhDr.","Univerzita Karlova v Praze - Filozofická fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Psychologie, pedagogika",406,"Karel","Jelen","Doc. PaedDr.","Univerzita Karlova v Praze - Fakulta tělesné výchovy a sportu",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Psychologie, pedagogika",406,"Vladimír","Kebza","Doc. PhDr.","Státní zdravotní ústav",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Psychologie, pedagogika",406,"Miloš","Kučera","Doc. PhDr.","Univerzita Karlova v Praze - Pedagogická fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Psychologie, pedagogika",406,"Pavel","Mühlpachr","Doc. PhDr.","Masarykova univerzita - Pedagogická fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Psychologie, pedagogika",406,"Michaela","Píšová","Doc. PhDr.","Univerzita Pardubice - Fakulta filozofická",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Psychologie, pedagogika",406,"Milada","Rabušicová","Doc. PhDr.","Masarykova univerzita - Filozofická fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Psychologie, pedagogika",406,"Evžen","Řehulka","Doc. PhDr.","Masarykova univerzita - Pedagogická fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Psychologie, pedagogika",406,"Julius","Sekera","Doc. PhDr.","Ostravská univerzita v Ostravě - Pedagogická fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Psychologie, pedagogika",406,"Eva","Souralová","Doc. PhDr.","Univerzita Palackého v Olomouci - Pedagogická fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Psychologie, pedagogika",406,"Jitka","Šimíčková-Čížková","Doc. PhDr.","Ostravská univerzita v Ostravě - Pedagogická fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Psychologie, pedagogika",406,"Vlastimil","Švec","Prof. PhDr.","Univerzita Tomáše Bati ve Zlíně - Fakulta humanitních studií",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Psychologie, pedagogika",406,"Mojmír","Tyrlík","Doc. PhDr.","Masarykova univerzita - Filozofická fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Psychologie, pedagogika",406,"Alena","Vališová","Doc. PhDr.","Univerzita Karlova v Praze - Filozofická fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Psychologie, pedagogika",406,"Helena","Záškodná","Doc. PhDr.","Jihočeská univerzita v Českých Budějovicích - Zdravotně sociální fakulta",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
"Právní vědy, politologie",407,"Martin","Boháček","Doc. JUDr.","Vysoká škola ekonomická v Praze - Fakulta mezinárodních vztahů",2008,"https://wayback.webarchiv.cz/wayback/20081129223741/http://pala.gacr.cas.cz/wordpress/"
